Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
12460795746,"Sep 20, 2024, 11:32:44 AM",Tisza-tó kör,Ride,"",24568,64.90,169.0,54,false,,,activities/13285442872.fit.gz,,,24568.0,11262.0,64903.5,13.506,5.763,131.0,134.0,84.6,97.4,49.4,0.0,,,,,169.0,121.0,,,1569.0,,,54.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.642,387.3,,,,,,,,,,,,,,,,,media/be399bf3-0443-4316-a572-9b2961dd3e91.jpg|media/a4d57625-eef8-46d4-9229-f94972524ca6.jpg|media/e704eb27-5f1e-4bf4-9db0-f7a97262c4f7.jpg
12473840716,"Sep 22, 2024, 9:10:18 AM",Sunday Squash,Workout,"",3142,0.05,179.0,49,false,,,activities/13299430149.fit.gz,,,3142.0,3142.0,58.7,0.532,0.019,0.0,0.0,0.0,0.0,0.0,0.0,,,73.0,50.0,179.0,140.0,,,475.0,,,49.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.019,0.0,,,,,,,,,,,1904.0,,,,,,""
12486100802,"Sep 23, 2024, 5:35:03 PM",Going to the race,Run,"",597,1.93,177.0,12,false,,,activities/13312542087.fit.gz,,,597.0,561.0,1934.4,6.312,3.448,1.0,1.0,99.8,105.6,9.0,-0.2,,,118.0,80.0,177.0,149.0,,399.0,135.0,,,12.0,218294.0,,,,,,,,393.0,598.0,0.0,,0.0,,1.0,1931.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.24,351.9,,,,1468.0,,,144.0,295.0,3.443,,,,,,,,""
12486101450,"Sep 23, 2024, 6:00:28 PM",Led's Night Run,Run,"5K personal best
Hivatalos idő: 20:22",1225,5.04,191.0,85,false,,,activities/13312542661.fit.gz,,,1225.0,1225.0,5040.7,6.966,4.115,20.0,20.0,101.8,113.2,28.2,0.0,,,91.0,79.0,191.0,185.0,,471.0,369.0,,,85.0,576703.0,,,,,,,,468.0,1226.0,0.0,,0.0,,1.0,5103.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.115,168.4,,,,3260.0,,,421.0,352.0,4.166,,,,,,,,""
12486102056,"Sep 23, 2024, 6:34:36 PM",Coming back from the race,Run,"",904,2.06,159.0,14,false,,,activities/13312543286.fit.gz,,,904.0,720.0,2061.5,4.55,2.863,5.0,1.0,105.0,111.4,8.7,0.2,,,83.0,78.0,159.0,149.0,,323.0,165.0,,,14.0,227749.0,,,,,,,,293.0,905.0,0.0,,0.0,,1.0,2080.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.28,0.0,,,,1864.0,,,121.0,220.0,2.889,,,,,,,,""
12494400647,"Sep 24, 2024, 4:59:15 PM",Evening Run,Run,,2530,5.55,184.0,32,false,,,activities/13321367679.fit.gz,,,2530.0,1477.0,5552.8,6.094,3.76,61.0,63.0,463.2,490.2,32.4,0.0,,,89.0,80.0,184.0,152.0,,428.0,349.0,,,32.0,626848.0,,,,,,,,380.0,2431.0,,,0.0,,1.0,5668.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.195,561.1,,,,3898.0,,,551.0,286.0,3.838,,,,,,,,""
12510488292,"Sep 26, 2024, 4:39:23 PM",Normafa Fun,Run,"2000m (1000m fokozó + 1000m tempo)
2000m valtogatas (fél perc sprint/2perc lendületes/fél perc sprint/fél perc laza)
6x400m
1x200m",4360,9.63,186.0,70,false,,,activities/13338409168.fit.gz,,,4360.0,2639.0,9635.6,8.272,3.651,99.0,93.0,463.4,488.4,24.4,0.0,,,106.0,80.0,186.0,154.0,,419.0,642.0,,,70.0,1103304.0,,,,,,,,378.0,3818.0,0.0,,0.0,,1.0,9829.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.21,0.0,,,,6998.0,,,856.0,284.0,3.725,,,,,,,,""
12550064508,"Oct 1, 2024, 4:52:21 PM",Evening Run,Run,"2000 tempo
4x1000 tempo/ 2perc",2845,6.90,180.0,33,false,,,activities/13380809135.fit.gz,,,2845.0,1679.0,6904.5,6.052,4.112,75.0,76.0,463.2,489.8,31.8,0.1,,,86.0,80.0,180.0,149.0,,468.0,413.0,,,33.0,784747.0,,,,,,,,412.0,2592.0,0.0,,0.0,,1.0,7038.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.427,0.0,,,,4462.0,,,691.0,310.0,4.192,,,,,,,,""
12558746383,"Oct 2, 2024, 5:19:43 PM",Evening Squash,Workout,,2545,0.09,164.0,40,false,,,activities/13390058653.fit.gz,,,2545.0,2545.0,95.9,0.759,0.038,0.0,0.0,0.0,0.0,0.0,0.0,,,96.0,63.0,164.0,144.0,,,565.0,,,40.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.038,0.0,,,,,,,,,,,1904.0,,,,,,""
12566675787,"Oct 3, 2024, 4:32:05 PM",Rainy Normafa,Run,"4000 m lendületes (a 3. tempo)
4x250m dombfutas",4212,8.18,184.0,67,false,,,activities/13398538403.fit.gz,,,4212.0,2368.0,8181.7,7.186,3.455,94.0,82.0,463.0,489.2,8.0,0.0,,,102.0,79.0,184.0,155.0,,386.0,575.0,,,67.0,913332.0,,,,,,,,355.0,3373.0,0.0,,0.0,,1.0,8324.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.942,49.1,,,,6190.0,,,667.0,267.0,3.515,,,,,,,,""
12582028340,"Oct 5, 2024, 2:13:53 PM",Today is a good day,Run,"",6879,24.01,173.0,235,false,,ASICS GT 2000 I,activities/13415005975.fit.gz,,,6879.0,6809.0,24014.2,4.966,3.527,11.0,6.0,85.2,91.6,13.2,0.0,,,115.0,79.0,173.0,161.0,,395.0,1749.0,,,235.0,2687621.0,,,,,6.0,,,392.0,6881.0,0.0,179.0,0.0,,1.0,24068.4,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,3.491,0.0,,,,18004.0,,,1661.0,295.0,3.535,,,,,,,,media/0e8b1400-25b1-43b2-815f-b094fe0bd2e6.jpg
12607717174,"Oct 8, 2024, 4:42:56 PM",Back to MAC,Run,"2x1000
2x400",4251,6.06,177.0,45,false,,ASICS GT 2000 I,activities/13441651289.fit.gz,,,4251.0,1602.0,6062.8,6.876,3.784,0.0,0.0,97.0,100.4,5.7,0.0,,,94.0,80.0,177.0,156.0,,409.0,385.0,,,45.0,654852.0,,,,,,,,360.0,2715.0,0.0,,0.0,,1.0,6071.7,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.426,0.0,,,,4250.0,,,553.0,271.0,3.79,,,,,,,,""
12615178182,"Oct 9, 2024, 4:03:35 PM",1 laza kör,Run,"",2383,5.34,140.0,9,false,,ASICS GT 2000 I,activities/13449586462.fit.gz,,,2383.0,1958.0,5343.7,3.786,2.729,2.0,0.0,99.8,103.8,10.8,0.1,,,82.0,77.0,140.0,132.0,,308.0,397.0,,,9.0,600833.0,,,,,,,,296.0,2233.0,0.0,,0.0,,1.0,5362.7,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.242,4342.6,,,,5036.0,,,307.0,223.0,2.739,,,,,,,,""
12623477666,"Oct 10, 2024, 4:45:32 PM",Evening Run,Run,"2000 m valtogatas (200 lendületes / 100 erős/ 100 könnyű)
6x200 m / 100 m jog",3918,8.66,181.0,37,false,,ASICS GT 2000 I,activities/13458457096.fit.gz,,,3918.0,2542.0,8668.8,8.57,3.41,3.0,8.0,94.8,101.8,9.3,0.0,,,110.0,79.0,181.0,143.0,,371.0,560.0,,,37.0,941129.0,,,,,,,,341.0,3476.0,0.0,,0.0,,1.0,8704.5,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.213,100.1,,,,6648.0,,,633.0,256.0,3.424,,,,,,,,""
12644287534,"Oct 13, 2024, 9:12:28 AM",Spar Maraton Váltó,Run,Half-Marathon split: 1:35:22 - New PB,6236,22.76,180.0,310,false,,ASICS GT 2000 I,activities/13480902521.fit.gz,,,6236.0,6219.0,22768.7,5.202,3.661,46.0,42.0,102.8,117.6,9.8,0.0,,,94.0,80.0,180.0,171.0,,416.0,1684.0,,,310.0,2585618.0,,,,,,,,417.0,6238.0,0.0,,0.0,,1.0,22861.1,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,3.651,1245.7,,,,16562.0,,,1705.0,314.0,3.676,,,,,,,,media/73bfd6b3-e43b-49f7-91f8-643274ecdd4d.jpg|media/a47ff6d1-083a-4cd8-a3af-fdac23c40b29.jpg
12663353675,"Oct 15, 2024, 4:36:03 PM",Evening Run,Run,"400+800+1200+1600 váltogatás
1200+800+400 tempó ",4716,9.40,188.0,56,false,,ASICS GT 2000 I,activities/13501426956.fit.gz,,,4716.0,2428.0,9408.3,7.726,3.875,0.0,0.0,97.0,100.0,8.0,0.0,,,102.0,81.0,188.0,153.0,,416.0,587.0,,,56.0,1006415.0,,,,,,,,373.0,3936.0,0.0,,0.0,,1.0,9417.0,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.995,0.0,,,,6464.0,,,858.0,280.0,3.879,,,,,,,,""
12679557342,"Oct 17, 2024, 4:19:46 PM",Evening Run,Run,"3200m lendületes 
3x600m
3x400m",6998,15.67,184.0,74,false,,ASICS GT 2000 I,activities/13518708776.fit.gz,,,6998.0,4552.0,15670.2,7.462,3.442,13.0,7.0,96.4,106.0,21.3,0.0,,,107.0,81.0,184.0,145.0,,375.0,1030.0,,,74.0,1705361.0,,,,,,,,354.0,6289.0,0.0,,0.0,,1.0,15739.1,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.239,3915.1,,,,12098.0,,,1236.0,266.0,3.458,,,,,,,,""
12700089503,"Oct 20, 2024, 10:09:23 AM",Lunch Run,Run,,4271,12.73,178.0,83,false,,ASICS GT 2000 I,activities/13540775543.fit.gz,,,4271.0,3975.0,12729.6,4.996,3.202,6.0,3.0,85.6,90.8,5.3,0.0,,,83.0,79.0,178.0,149.0,,356.0,923.0,,,83.0,1415364.0,,,,,,,,352.0,4273.0,,,0.0,,1.0,12762.9,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.98,0.0,,,,10490.0,,,832.0,265.0,3.211,,,,,,,,""
12719347186,"Oct 22, 2024, 4:28:14 PM",Evening Run,Run,"4x200
2x400
2x800
2x400
4x200",6290,11.07,183.0,70,false,,ASICS GT 2000 I,activities/13561488669.fit.gz,,,6290.0,2859.0,11070.2,8.234,3.872,1.0,2.0,101.0,107.2,3.7,0.0,,,107.0,81.0,183.0,152.0,,411.0,671.0,,,70.0,1168224.0,,,,,,,,338.0,4991.0,0.0,,0.0,,1.0,11076.4,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.76,3840.9,,,,7638.0,,,894.0,254.0,3.874,,,,,,,,""
12726790496,"Oct 23, 2024, 3:18:04 PM",Fav route,Run,"",3944,12.07,147.0,45,false,,ASICS GT 2000 I,activities/13569456743.fit.gz,,,3944.0,3933.0,12073.5,3.732,3.07,6.0,8.0,86.4,95.8,8.5,0.0,,,81.0,78.0,147.0,141.0,,340.0,860.0,,,45.0,1337456.0,,,,,,,,339.0,3946.0,0.0,,0.0,,1.0,12100.0,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,3.061,7390.7,,,,10280.0,,,712.0,255.0,3.077,,,,,,,,""
12776154933,"Jun 3, 2024, 4:56:38 PM",Evening Run,Run,,6,0,64.0,0,false,,ASICS GT 2000 I,activities/13622744018.fit.gz,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,110.4,110.4,0.0,0.0,,,,,64.0,64.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
12776185323,"Oct 29, 2024, 5:15:12 PM",Evening Run,Run,"2x1200 váltogatva
2x800
2x400
4x200",7308,11.91,186.0,78,false,,ASICS GT 2000 I,activities/13622775716.fit.gz,,,7308.0,3408.0,11915.9,8.62,3.496,2.0,2.0,100.4,104.0,14.1,0.0,,,116.0,80.0,186.0,151.0,,376.0,794.0,,,78.0,1281995.0,,,,,,,,335.0,5330.0,0.0,,0.0,,1.0,11938.5,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.631,2346.5,,,,8990.0,,,939.0,252.0,3.503,,,,,,,,""
12797452838,"Nov 1, 2024, 1:26:58 PM",Running with the boiz,Run,"40p könnyen 
10x150 fokozó 
1x200 max - 26,50 mp",4965,10.03,170.0,88,false,,ASICS GT 2000 I,activities/13645635924.fit.gz,,,4965.0,2937.0,10033.8,6.38,3.416,5.0,7.0,86.6,92.0,26.0,0.0,,,110.0,79.0,170.0,157.0,,372.0,742.0,,,88.0,1094370.0,,,,,,,,326.0,3979.0,0.0,,0.0,,1.0,10080.6,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.021,0.0,,,,7698.0,,,663.0,245.0,3.432,,,,,,,,""
12805718562,"Nov 2, 2024, 2:36:08 PM",Afternoon Run,Run,,2428,8.25,186.0,69,false,,ASICS GT 2000 I,activities/13654533866.fit.gz,,,2428.0,2198.0,8256.0,5.42,3.756,0.0,1.0,82.4,87.8,3.1,-0.1,,,84.0,79.0,186.0,157.0,,424.0,570.0,,,69.0,930536.0,,,,,,,,409.0,2606.0,,,0.0,,1.0,8256.0,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,3.4,0.0,,,,5770.0,,,685.0,308.0,3.756,,,,,,,,""
12816066771,"Nov 3, 2024, 6:16:52 PM",Evening Run,Run,,2993,9.31,162.0,67,false,,ASICS GT 2000 I,activities/13665663579.fit.gz,,,2993.0,2971.0,9318.2,6.44,3.136,38.0,38.0,100.8,117.0,26.4,0.0,,,121.0,78.0,162.0,149.0,,352.0,696.0,,,67.0,1047581.0,,,,,,,,351.0,2994.0,,,0.0,,1.0,9395.9,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,3.113,0.0,,,,7720.0,,,579.0,264.0,3.163,,,,,,,,""
12838658045,"Nov 6, 2024, 5:09:22 PM",HHH Run,Run,"",3445,9.06,161.0,40,false,,ASICS GT 2000 I,activities/13689922509.fit.gz,,,3445.0,3437.0,9066.8,3.88,2.638,199.0,202.0,275.2,383.6,27.1,0.0,,,86.0,77.0,161.0,141.0,,316.0,716.0,,,40.0,1085101.0,,,,,,,,323.0,3447.0,0.0,,0.0,,1.0,9730.5,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.632,7958.1,,,,8822.0,,,565.0,243.0,2.831,,,,,,,,""
12846909339,"Nov 7, 2024, 5:35:55 PM",Evening Run,Run,(4x800+1x600+3x400) / 1p,6041,13.40,185.0,73,false,,ASICS GT 2000 I,activities/13698759402.fit.gz,,,6041.0,3693.0,13407.3,7.66,3.63,30.0,20.0,95.6,103.2,19.4,0.0,,,115.0,81.0,185.0,148.0,,395.0,849.0,,,73.0,1458295.0,,,,,,,,352.0,5618.0,0.0,,0.0,,1.0,13481.6,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.219,3833.4,,,,9816.0,,,1094.0,265.0,3.651,,,,,,,,""
12865710372,"Nov 10, 2024, 9:10:12 AM",Sunday breakfast,Run,"",3135,10.53,175.0,96,false,,ASICS GT 2000 I,activities/13719029986.fit.gz,,,3135.0,3129.0,10535.3,4.6,3.367,3.0,6.0,100.2,106.6,4.8,0.0,,,85.0,80.0,175.0,158.0,,372.0,797.0,,,96.0,1162999.0,,,,,,,,372.0,3136.0,0.0,,0.0,,1.0,10553.1,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,3.361,8209.5,,,,8394.0,,,682.0,280.0,3.373,,,,,,,,""
12901285395,"Nov 14, 2024, 5:26:38 PM",Evening Run,Run,"2x1600m váltogatás 
2000m+1200m+400m lendületes ",6863,15.70,183.0,88,false,,ASICS GT 2000 I,activities/13757210892.fit.gz,,,6863.0,4638.0,15704.5,6.96,3.386,27.0,18.0,100.6,110.2,43.0,0.0,,,105.0,80.0,183.0,148.0,,372.0,1070.0,,,88.0,1718049.0,,,,,,,,355.0,6386.0,0.0,,0.0,,1.0,15819.2,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.288,3851.3,,,,12254.0,,,1264.0,267.0,3.411,,,,,,,,""
12915103895,"Nov 16, 2024, 3:28:09 PM",Saturday quickie,Run,10x200m / 100m walk,2830,4.59,165.0,17,false,,ASICS GT 2000 I,activities/13772079262.fit.gz,,,2830.0,1201.0,4597.1,7.86,3.828,0.0,0.0,83.2,86.4,9.8,0.0,,,111.0,82.0,165.0,143.0,,390.0,262.0,,,17.0,468591.0,,,,,,,,279.0,2535.0,0.0,,0.0,,1.0,4610.1,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.624,0.0,,,,3190.0,,,310.0,210.0,3.839,,,,,,,,""
12953494945,"Nov 21, 2024, 5:17:10 PM",Evening Run,Run,"1600m váltogatás 100/100
1600m tempó 
1x800m + 3x300m /1p
1x600m + 3x200m /1p
1x400m + 3x100m /1p",7222,15.00,187.0,90,false,,ASICS GT 2000 I,activities/13813295306.fit.gz,,,7222.0,4231.0,15001.0,8.44,3.545,24.0,17.0,99.2,111.4,15.7,0.1,,,118.0,80.0,187.0,150.0,,388.0,984.0,,,90.0,1642404.0,,,,,,,,353.0,6210.0,0.0,,0.0,,1.0,15092.2,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.077,3804.5,,,,11144.0,,,1213.0,265.0,3.567,,,,,,,,""
12965590698,"Nov 23, 2024, 1:25:06 PM",Afternoon Run,Run,"7x3perc tempó  / 90mp
8x15 mp repülő ",5059,12.00,188.0,92,false,,ASICS GT 2000 I,activities/13826111759.fit.gz,,,5059.0,3032.0,12008.1,7.86,3.96,2.0,5.0,73.0,88.0,10.7,-0.1,,,112.0,82.0,188.0,158.0,,416.0,789.0,,,92.0,1254365.0,,,,,,,,370.0,4723.0,0.0,,0.0,,1.0,12018.9,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.374,0.0,,,,8172.0,,,1014.0,278.0,3.964,,,,,,,,""
12989524769,"Nov 26, 2024, 5:39:59 PM",Evening Run,Run,"2800m váltogatás
1x2000m + 2x1000m tempó /2 perc",5102,9.36,190.0,97,false,,ASICS GT 2000 I,activities/13851583364.fit.gz,,,5102.0,2453.0,9360.7,10.82,3.816,11.0,12.0,95.8,101.4,41.0,0.0,,,87.0,80.0,190.0,165.0,,426.0,649.0,,,97.0,1040831.0,,,,,,,,393.0,3624.0,0.0,,0.0,,1.0,9411.3,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.835,0.0,,,,6510.0,,,877.0,295.0,3.837,,,,,,,,""
13004424505,"Nov 28, 2024, 5:50:03 PM",Evening Run,Run,"1200m váltogatás 
1200m tempó
4x300m + 1x200m",4135,8.01,178.0,50,false,,ASICS GT 2000 I,activities/13867480359.fit.gz,,,4135.0,2236.0,8012.6,8.46,3.583,9.0,3.0,96.8,101.8,8.3,0.0,,,119.0,81.0,178.0,150.0,,392.0,523.0,,,50.0,874352.0,,,,,,,,355.0,3361.0,0.0,,0.0,,1.0,8047.7,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.938,0.0,,,,5894.0,,,665.0,267.0,3.599,,,,,,,,""
13015177628,"Nov 30, 2024, 10:58:21 AM",Lunch Run,Run,"4x4x200 / 1 perc és 3 perc 
a 200-akat valamiért nem adta hozzá :(

35.8, 36 4, 35.4, 34.7, 33.8, 33.2, 34.1, 31.7, 33.3, 32.8, 31.3, 31.4, 33.2, 32.4, 31.3, 31.1
",4512,4.37,188.0,32,false,,ASICS GT 2000 I,activities/13879092405.fit.gz,,,4512.0,3448.0,4372.5,5.62,1.268,8.0,6.0,113.4,118.4,33.3,0.0,,,114.0,76.0,188.0,148.0,,302.0,751.0,,,32.0,481911.0,,,,,,,,254.0,4067.0,0.0,,0.0,,1.0,4406.8,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,0.969,468.0,,,,6834.0,,,412.0,191.0,1.278,,,,,,,,""
13015253791,"Nov 30, 2024, 12:18:41 PM",Afternoon Run,Run,,551,1.09,177.0,14,false,,ASICS GT 2000 I,activities/13879174641.fit.gz,,,551.0,434.0,1098.7,8.52,2.532,0.0,0.0,110.4,112.2,5.9,0.1,,,79.0,73.0,177.0,160.0,,285.0,112.0,,,14.0,122188.0,,,,,,,,258.0,551.0,,,0.0,,1.0,1103.5,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.994,0.0,,,,1026.0,,,57.0,194.0,2.543,,,,,,,,""
13022891860,"Dec 1, 2024, 10:55:54 AM",Sunday regen,Run,"",5456,15.79,163.0,110,false,,ASICS GT 2000 I,activities/13887399574.fit.gz,,,5456.0,5066.0,15790.5,4.42,3.117,9.0,8.0,102.2,108.8,6.4,0.0,,,82.0,79.0,163.0,148.0,,346.0,1154.0,,,110.0,1751437.0,,,,,,,,339.0,5389.0,0.0,,0.0,,1.0,15826.8,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.894,13382.6,,,,13352.0,,,972.0,255.0,3.124,,,,,,,,""
13039750694,"Dec 3, 2024, 5:40:14 PM",Evening Run,Run,"2000m váltogatás (150/50)
2000m váltogatás (600 lendületes, 200 erős, 200 könnyű)
1x2000m tempó
2x1000m tempó",4503,10.86,187.0,85,false,,ASICS GT 2000 I,activities/13905449691.fit.gz,,,4503.0,2755.0,10861.8,6.36,3.943,3.0,1.0,98.2,103.0,18.8,0.0,,,89.0,81.0,187.0,158.0,,435.0,712.0,,,85.0,1196516.0,,,,,,,,405.0,3623.0,0.0,,0.0,,1.0,10887.8,1733245184.0,3.0,4.6,5.7,2.2,0.84,1020.6,0.5,1.2,227.0,0.0,1733206400.0,1733237632.0,0.125,,19835344.0,0.0,1.0,0.76,28914.0,0.0,,,,,0.0,2.412,0.0,,,,7368.0,,,934.0,305.0,3.952,,,,,,,,""
13053839611,"Dec 5, 2024, 5:05:35 PM",BOK,Run,"5x400m / 1perc
4x300m / 90 mp
72, 78, 76, 75, 74, 52, 52, 51, 52",5204,6.00,185.0,34,false,,ASICS GT 2000 I,activities/13920452748.fit.gz,,,5204.0,2655.0,6005.9,8.34,2.262,3.0,3.0,112.0,115.6,8.6,0.0,,,108.0,78.0,185.0,145.0,,325.0,593.0,,,34.0,646137.0,,,,,,,,275.0,4110.0,0.0,,0.0,,1.0,6016.7,1733417984.0,3.0,3.3,4.6,1.5,0.88,1026.1,0.5,1.3,196.0,0.0,1733379328.0,1733410432.0,0.125,,19835344.0,0.0,1.0,0.8,25638.8,0.0,,,,,0.0,1.154,0.0,,,,6800.0,,,488.0,207.0,2.266,,,,,,,,""
13060704976,"Dec 6, 2024, 6:19:54 PM",Evening Run,Run,,3376,10.60,162.0,76,false,,ASICS GT 2000 I,activities/13927770753.fit.gz,,,3376.0,3376.0,10601.0,4.42,3.14,5.0,8.0,99.6,106.2,5.1,0.0,,,82.0,79.0,162.0,149.0,,350.0,799.0,,,76.0,1180950.0,,,,,,,,350.0,3377.0,,,0.0,,1.0,10613.3,1733507968.0,4.0,1.4,2.4,0.4,0.93,1014.7,1.0,3.3,213.0,0.1,1733465856.0,1733496832.0,0.125,,19835344.0,0.63,5.0,0.98,2352.8,0.0,,,,,0.0,3.14,9481.0,,,,8902.0,,,649.0,263.0,3.144,,,,,,,,""
13072831140,"Dec 8, 2024, 1:19:42 PM",Afternoon Run,Run,"8x15 mp repülő 
3x10 perc tempó / 3 perc pihi",4784,13.27,186.0,96,false,,ASICS GT 2000 I,activities/13940721215.fit.gz,,,4784.0,3540.0,13278.6,6.62,3.751,10.0,3.0,83.0,88.4,5.9,0.0,,,107.0,80.0,186.0,154.0,,418.0,914.0,,,96.0,1482501.0,,,,,,,,395.0,4655.0,0.0,,0.0,,1.0,13325.2,1733662848.0,3.0,6.9,4.1,3.3,0.78,1009.0,3.1,5.5,43.0,0.0,1733638016.0,1733669248.0,0.125,,19835344.0,0.0,1.0,0.86,32044.7,0.0,,,,,0.0,2.776,0.0,,,,9436.0,,,1140.0,297.0,3.764,,,,,,,,""
13087553683,"Dec 10, 2024, 5:39:49 PM",Evening Run,Run,4 km fokozó,2172,6.23,189.0,53,false,,ASICS GT 2000 I,activities/13956458701.fit.gz,,,2172.0,1608.0,6231.4,7.8,3.875,2.0,1.0,98.4,101.4,2.8,0.0,,,121.0,81.0,189.0,160.0,,421.0,415.0,,,53.0,673955.0,,,,,,,,389.0,2173.0,0.0,,0.0,,1.0,6244.0,1733849984.0,3.0,4.6,5.6,3.2,0.91,1022.7,0.9,1.7,353.0,0.2,1733811712.0,1733842304.0,0.375,,19835344.0,0.45,5.0,0.96,15903.2,0.0,,,,,0.0,2.869,0.0,,,,4246.0,,,515.0,292.0,3.883,,,,,,,,media/a7cdb54e-3b64-4b17-a141-5e53452bbf17.jpg
13101974352,"Dec 12, 2024, 5:49:49 PM",Evening Run,Run,"2400 m lendületes 
2x600 m + 2x 400 m / 1perc
4x100 m",4736,11.72,188.0,64,false,,ASICS GT 2000 I,activities/13971887801.fit.gz,,,4736.0,3431.0,11726.6,7.4,3.418,17.0,10.0,98.8,107.0,12.8,0.0,,,125.0,81.0,188.0,150.0,,370.0,810.0,,,64.0,1266953.0,,,,,,,,345.0,4663.0,0.0,,0.0,,1.0,11786.1,1734022784.0,1.0,1.5,1.0,-0.9,0.84,1029.8,1.4,3.4,296.0,0.0,1733984640.0,1734015232.0,0.375,,19835344.0,0.0,1.0,0.3,28738.0,0.0,,,,,0.0,2.476,3509.8,,,,9156.0,,,870.0,259.0,3.435,,,,,,,,""
